Plot Title: 22224701,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 22224701, SEN S/N: 22224701)","Temp, °F (LGR S/N: 22224701, SEN S/N: 22224701)",Coupler Attached (LGR S/N: 22224701),Host Connected (LGR S/N: 22224701),Coupler Detached (LGR S/N: 22224701),Stopped (LGR S/N: 22224701),End Of File (LGR S/N: 22224701)
1053,5/27/2025 12:40,9.6,59.25,,,,,
1054,5/27/2025 12:45,9.57,59.25,,,,,
1055,5/27/2025 12:50,9.57,59.29,,,,,
1056,5/27/2025 12:55,9.61,59.29,,,,,
1057,5/27/2025 13:00,9.62,59.29,,,,,
1058,5/27/2025 13:05,9.61,59.32,,,,,
1059,5/27/2025 13:10,9.64,59.36,,,,,
1060,5/27/2025 13:15,9.63,59.36,,,,,
1061,5/27/2025 13:20,9.66,59.43,,,,,
1062,5/27/2025 13:25,9.65,59.47,,,,,
1063,5/27/2025 13:30,9.64,59.47,,,,,
1064,5/27/2025 13:35,9.66,59.47,,,,,
1065,5/27/2025 13:40,9.64,59.5,,,,,
1066,5/27/2025 13:45,9.67,59.5,,,,,
1067,5/27/2025 13:50,9.67,59.54,,,,,
1068,5/27/2025 13:55,9.65,59.54,,,,,
1069,5/27/2025 14:00,9.65,59.54,,,,,
1070,5/27/2025 14:05,9.66,59.58,,,,,
1071,5/27/2025 14:10,9.66,59.58,,,,,
1072,5/27/2025 14:15,9.63,59.58,,,,,
1073,5/27/2025 14:20,9.64,59.58,,,,,
1074,5/27/2025 14:25,9.64,59.58,,,,,
1075,5/27/2025 14:30,9.64,59.58,,,,,
1076,5/27/2025 14:35,9.67,59.58,,,,,
1077,5/27/2025 14:40,9.65,59.58,,,,,
1078,5/27/2025 14:45,9.63,59.54,,,,,
1079,5/27/2025 14:50,9.67,59.54,,,,,
1080,5/27/2025 14:55,9.65,59.5,,,,,
1081,5/27/2025 15:00,9.67,59.5,,,,,
1082,5/27/2025 15:05,9.68,59.5,,,,,
1083,5/27/2025 15:10,9.67,59.5,,,,,
1084,5/27/2025 15:15,9.7,59.47,,,,,
1085,5/27/2025 15:20,9.71,59.47,,,,,
1086,5/27/2025 15:25,9.7,59.43,,,,,
1087,5/27/2025 15:30,9.7,59.43,,,,,
1088,5/27/2025 15:35,9.69,59.43,,,,,
1089,5/27/2025 15:40,9.69,59.43,,,,,
1090,5/27/2025 15:45,9.74,59.43,,,,,
1091,5/27/2025 15:50,9.75,59.47,,,,,
1092,5/27/2025 15:55,9.74,59.47,,,,,
1093,5/27/2025 16:00,9.74,59.47,,,,,
1094,5/27/2025 16:05,10.12,59.5,,,,,
1095,5/27/2025 16:10,10.11,59.5,,,,,
1096,5/27/2025 16:15,10.11,59.5,,,,,
1097,5/27/2025 16:20,10.11,59.5,,,,,
1098,5/27/2025 16:25,10.1,59.54,,,,,
1099,5/27/2025 16:30,10.09,59.54,,,,,
1100,5/27/2025 16:35,10.09,59.54,,,,,
1101,5/27/2025 16:40,10.1,59.58,,,,,
1102,5/27/2025 16:45,10.07,59.58,,,,,
1103,5/27/2025 16:50,10.08,59.61,,,,,
1104,5/27/2025 16:55,10.1,59.68,,,,,
1105,5/27/2025 17:00,10.09,59.72,,,,,
1106,5/27/2025 17:05,10.08,59.76,,,,,
1107,5/27/2025 17:10,10.09,59.79,,,,,
1108,5/27/2025 17:15,10.08,59.83,,,,,
1109,5/27/2025 17:20,10.1,59.86,,,,,
1110,5/27/2025 17:25,10.09,59.86,,,,,
1111,5/27/2025 17:30,10.1,59.86,,,,,
1112,5/27/2025 17:35,10.13,59.94,,,,,
1113,5/27/2025 17:40,10.12,60.01,,,,,
1114,5/27/2025 17:45,10.13,60.01,,,,,
1115,5/27/2025 17:50,10.11,60.01,,,,,
1116,5/27/2025 17:55,10.23,60.08,,,,,
1117,5/27/2025 18:00,10.26,60.19,,,,,
1118,5/27/2025 18:05,10.25,60.19,,,,,
1119,5/27/2025 18:10,10.25,60.22,,,,,
1120,5/27/2025 18:15,10.27,60.26,,,,,
1121,5/27/2025 18:20,10.28,60.26,,,,,
1122,5/27/2025 18:25,10.27,60.3,,,,,
1123,5/27/2025 18:30,10.29,60.3,,,,,
1124,5/27/2025 18:35,10.29,60.26,,,,,
1125,5/27/2025 18:40,10.29,60.26,,,,,
1126,5/27/2025 18:45,10.29,60.26,,,,,
1127,5/27/2025 18:50,10.28,60.22,,,,,
1128,5/27/2025 18:55,10.31,60.22,,,,,
1129,5/27/2025 19:00,10.32,60.19,,,,,
1130,5/27/2025 19:05,10.31,60.15,,,,,
1131,5/27/2025 19:10,10.28,60.12,,,,,
1132,5/27/2025 19:15,10.27,60.12,,,,,
1133,5/27/2025 19:20,10.29,60.08,,,,,
1134,5/27/2025 19:25,10.29,60.04,,,,,
1135,5/27/2025 19:30,10.3,60.01,,,,,
1136,5/27/2025 19:35,10.29,59.97,,,,,
1137,5/27/2025 19:40,10.29,59.94,,,,,
1138,5/27/2025 19:45,10.32,59.94,,,,,
1139,5/27/2025 19:50,10.33,59.94,,,,,
1140,5/27/2025 19:55,10.32,59.94,,,,,
1141,5/27/2025 20:00,10.3,59.97,,,,,
1142,5/27/2025 20:05,10.33,60.01,,,,,
1143,5/27/2025 20:10,10.35,60.04,,,,,
1144,5/27/2025 20:15,10.38,60.08,,,,,
1145,5/27/2025 20:20,10.48,60.15,,,,,
1146,5/27/2025 20:25,10.63,60.19,,,,,
1147,5/27/2025 20:30,10.79,60.26,,,,,
1148,5/27/2025 20:35,10.89,60.26,,,,,
1149,5/27/2025 20:40,11.25,60.37,,,,,
1150,5/27/2025 20:45,11.33,60.58,,,,,
1151,5/27/2025 20:50,11.48,60.55,,,,,
1152,5/27/2025 20:55,11.54,60.73,,,,,
1153,5/27/2025 21:00,11.5,60.66,,,,,
1154,5/27/2025 21:05,11.54,60.73,,,,,
1155,5/27/2025 21:10,11.54,60.94,,,,,
1156,5/27/2025 21:15,11.51,61.23,,,,,
1157,5/27/2025 21:20,11.45,61.48,,,,,
1158,5/27/2025 21:25,11.41,61.7,,,,,
1159,5/27/2025 21:30,11.32,61.84,,,,,
1160,5/27/2025 21:35,11.27,61.88,,,,,
1161,5/27/2025 21:40,11.52,62.28,,,,,
1162,5/27/2025 21:45,11.16,62.17,,,,,
1163,5/27/2025 21:50,11.16,61.77,,,,,
1164,5/27/2025 21:55,11,61.41,,,,,
1165,5/27/2025 22:00,10.98,61.34,,,,,
1166,5/27/2025 22:05,10.91,60.98,,,,,
1167,5/27/2025 22:10,10.91,61.16,,,,,
1168,5/27/2025 22:15,10.85,61.2,,,,,
1169,5/27/2025 22:20,10.95,61.2,,,,,
1170,5/27/2025 22:25,10.92,61.27,,,,,
1171,5/27/2025 22:30,10.89,61.16,,,,,
1172,5/27/2025 22:35,10.98,61.3,,,,,
1173,5/27/2025 22:40,10.87,61.41,,,,,
1174,5/27/2025 22:45,10.75,61.16,,,,,
1175,5/27/2025 22:50,10.75,61.02,,,,,
1176,5/27/2025 22:55,10.71,60.94,,,,,
1177,5/27/2025 23:00,10.72,60.91,,,,,
1178,5/27/2025 23:05,10.71,60.94,,,,,
1179,5/27/2025 23:10,10.66,60.94,,,,,
1180,5/27/2025 23:15,10.64,60.87,,,,,
1181,5/27/2025 23:20,10.62,60.87,,,,,
1182,5/27/2025 23:25,10.64,60.91,,,,,
1183,5/27/2025 23:30,10.63,60.94,,,,,
1184,5/27/2025 23:35,10.67,61.05,,,,,
1185,5/27/2025 23:40,10.68,61.09,,,,,
1186,5/27/2025 23:45,10.66,61.12,,,,,
1187,5/27/2025 23:50,10.66,61.16,,,,,
1188,5/27/2025 23:55,10.64,61.09,,,,,
1189,5/28/2025 0:00,10.64,61.09,,,,,
1190,5/28/2025 0:05,10.61,61.05,,,,,
1191,5/28/2025 0:10,10.57,60.94,,,,,
1192,5/28/2025 0:15,10.57,60.91,,,,,
1193,5/28/2025 0:20,10.57,60.87,,,,,
1194,5/28/2025 0:25,10.54,60.84,,,,,
1195,5/28/2025 0:30,10.51,60.8,,,,,
1196,5/28/2025 0:35,10.48,60.76,,,,,
1197,5/28/2025 0:40,10.47,60.69,,,,,
1198,5/28/2025 0:45,10.49,60.66,,,,,
1199,5/28/2025 0:50,10.45,60.66,,,,,
1200,5/28/2025 0:55,10.44,60.66,,,,,
1201,5/28/2025 1:00,10.43,60.66,,,,,
1202,5/28/2025 1:05,10.42,60.66,,,,,
1203,5/28/2025 1:10,10.41,60.69,,,,,
1204,5/28/2025 1:15,10.39,60.66,,,,,
1205,5/28/2025 1:20,10.39,60.66,,,,,
1206,5/28/2025 1:25,10.37,60.62,,,,,
1207,5/28/2025 1:30,10.37,60.55,,,,,
1208,5/28/2025 1:35,10.38,60.51,,,,,
1209,5/28/2025 1:40,10.37,60.51,,,,,
1210,5/28/2025 1:45,10.38,60.51,,,,,
1211,5/28/2025 1:50,10.39,60.51,,,,,
1212,5/28/2025 1:55,10.37,60.48,,,,,
1213,5/28/2025 2:00,10.36,60.44,,,,,
1214,5/28/2025 2:05,10.37,60.37,,,,,
1215,5/28/2025 2:10,10.37,60.3,,,,,
1216,5/28/2025 2:15,10.36,60.22,,,,,
1217,5/28/2025 2:20,10.35,60.19,,,,,
1218,5/28/2025 2:25,10.34,60.12,,,,,
1219,5/28/2025 2:30,10.35,60.08,,,,,
1220,5/28/2025 2:35,10.33,60.01,,,,,
1221,5/28/2025 2:40,10.34,59.97,,,,,
1222,5/28/2025 2:45,10.34,59.94,,,,,
1223,5/28/2025 2:50,10.32,59.86,,,,,
1224,5/28/2025 2:55,10.28,59.83,,,,,
1225,5/28/2025 3:00,10.28,59.79,,,,,
1226,5/28/2025 3:05,10.27,59.79,,,,,
1227,5/28/2025 3:10,10.27,59.79,,,,,
1228,5/28/2025 3:15,10.27,59.76,,,,,
1229,5/28/2025 3:20,10.26,59.76,,,,,
1230,5/28/2025 3:25,10.27,59.72,,,,,
1231,5/28/2025 3:30,10.26,59.72,,,,,
1232,5/28/2025 3:35,10.25,59.68,,,,,
1233,5/28/2025 3:40,10.24,59.65,,,,,
1234,5/28/2025 3:45,10.23,59.61,,,,,
1235,5/28/2025 3:50,10.22,59.61,,,,,
1236,5/28/2025 3:55,10.2,59.58,,,,,
1237,5/28/2025 4:00,10.21,59.58,,,,,
1238,5/28/2025 4:05,10.21,59.54,,,,,
1239,5/28/2025 4:10,10.19,59.54,,,,,
1240,5/28/2025 4:15,10.19,59.5,,,,,
1241,5/28/2025 4:20,10.18,59.5,,,,,
1242,5/28/2025 4:25,10.19,59.5,,,,,
1243,5/28/2025 4:30,10.18,59.5,,,,,
1244,5/28/2025 4:35,10.19,59.47,,,,,
1245,5/28/2025 4:40,10.18,59.47,,,,,
1246,5/28/2025 4:45,10.16,59.47,,,,,
1247,5/28/2025 4:50,10.15,59.43,,,,,
1248,5/28/2025 4:55,10.16,59.47,,,,,
1249,5/28/2025 5:00,10.15,59.47,,,,,
1250,5/28/2025 5:05,10.14,59.47,,,,,
1251,5/28/2025 5:10,10.14,59.47,,,,,
1252,5/28/2025 5:15,10.12,59.47,,,,,
1253,5/28/2025 5:20,10.13,59.5,,,,,
1254,5/28/2025 5:25,10.1,59.5,,,,,
1255,5/28/2025 5:30,10.1,59.5,,,,,
1256,5/28/2025 5:35,10.12,59.5,,,,,
1257,5/28/2025 5:40,10.1,59.5,,,,,
1258,5/28/2025 5:45,10.11,59.5,,,,,
1259,5/28/2025 5:50,10.1,59.5,,,,,
1260,5/28/2025 5:55,10.09,59.5,,,,,
1261,5/28/2025 6:00,10.08,59.5,,,,,
1262,5/28/2025 6:05,10.09,59.5,,,,,
1263,5/28/2025 6:10,10.08,59.5,,,,,
1264,5/28/2025 6:15,10.08,59.5,,,,,
1265,5/28/2025 6:20,10.1,59.54,,,,,
1266,5/28/2025 6:25,10.1,59.54,,,,,
1267,5/28/2025 6:30,10.1,59.58,,,,,
1268,5/28/2025 6:35,10.1,59.58,,,,,
1269,5/28/2025 6:40,10.12,59.58,,,,,
1270,5/28/2025 6:45,10.11,59.61,,,,,
1271,5/28/2025 6:50,10.11,59.61,,,,,
1272,5/28/2025 6:55,10.12,59.58,,,,,
1273,5/28/2025 7:00,10.11,59.58,,,,,
1274,5/28/2025 7:05,10.09,59.58,,,,,
1275,5/28/2025 7:10,10.08,59.58,,,,,
1276,5/28/2025 7:15,10.08,59.58,,,,,
1277,5/28/2025 7:20,10.07,59.58,,,,,
1278,5/28/2025 7:25,10.05,59.54,,,,,
1279,5/28/2025 7:30,10.04,59.54,,,,,
1280,5/28/2025 7:35,10.03,59.54,,,,,
1281,5/28/2025 7:40,10.01,59.58,,,,,
1282,5/28/2025 7:45,10.02,59.58,,,,,
1283,5/28/2025 7:50,10,59.58,,,,,
1284,5/28/2025 7:55,10,59.58,,,,,
1285,5/28/2025 8:00,10,59.61,,,,,
1286,5/28/2025 8:05,9.94,59.61,,,,,
1287,5/28/2025 8:10,9.98,59.61,,,,,
1288,5/28/2025 8:15,9.97,59.65,,,,,
1289,5/28/2025 8:20,9.97,59.65,,,,,
1290,5/28/2025 8:25,9.96,59.65,,,,,
1291,5/28/2025 8:30,9.96,59.65,,,,,
1292,5/28/2025 8:35,9.99,59.68,,,,,
1293,5/28/2025 8:40,10,59.68,,,,,
1294,5/28/2025 8:45,9.98,59.68,,,,,
1295,5/28/2025 8:50,10,59.72,,,,,
1296,5/28/2025 8:55,9.97,59.72,,,,,
1297,5/28/2025 9:00,9.97,59.68,,,,,
1298,5/28/2025 9:05,9.97,59.68,,,,,
1299,5/28/2025 9:10,9.96,59.68,,,,,
1300,5/28/2025 9:15,9.92,59.68,,,,,
1301,5/28/2025 9:20,9.86,59.65,,,,,
1302,5/28/2025 9:25,9.81,59.65,,,,,
1303,5/28/2025 9:30,9.77,59.61,,,,,
1304,5/28/2025 9:35,9.74,59.58,,,,,
1305,5/28/2025 9:40,9.71,59.58,,,,,
1306,5/28/2025 9:45,9.69,59.54,,,,,
1307,5/28/2025 9:50,9.65,59.54,,,,,
1308,5/28/2025 9:55,9.65,59.5,,,,,
1309,5/28/2025 10:00,9.62,59.5,,,,,
1310,5/28/2025 10:05,9.59,59.47,,,,,
1311,5/28/2025 10:10,9.58,59.47,,,,,
1312,5/28/2025 10:15,9.56,59.47,,,,,
1313,5/28/2025 10:20,9.56,59.47,,,,,
1314,5/28/2025 10:25,9.56,59.47,,,,,
1315,5/28/2025 10:30,9.54,59.47,,,,,
1316,5/28/2025 10:35,9.54,59.43,,,,,
1317,5/28/2025 10:40,9.52,59.43,,,,,
1318,5/28/2025 10:45,9.53,59.4,,,,,
1319,5/28/2025 10:50,9.51,59.4,,,,,
1320,5/28/2025 10:55,9.51,59.4,,,,,
1321,5/28/2025 11:00,9.51,59.36,,,,,
1322,5/28/2025 11:05,9.52,59.36,,,,,
1323,5/28/2025 11:10,9.5,59.4,,,,,
1324,5/28/2025 11:15,9.51,59.4,,,,,
1325,5/28/2025 11:20,9.52,59.4,,,,,
1326,5/28/2025 11:25,9.52,59.4,,,,,
1327,5/28/2025 11:30,9.52,59.4,,,,,
1328,5/28/2025 11:35,9.52,59.4,,,,,
1329,5/28/2025 11:40,9.51,59.43,,,,,
1330,5/28/2025 11:45,9.52,59.43,,,,,
1331,5/28/2025 11:50,9.52,59.43,,,,,
1332,5/28/2025 11:55,9.53,59.43,,,,,
1333,5/28/2025 12:00,9.53,59.43,,,,,
1334,5/28/2025 12:05,9.52,59.43,,,,,
1335,5/28/2025 12:10,9.51,59.43,,,,,
1336,5/28/2025 12:15,9.52,59.43,,,,,
1337,5/28/2025 12:20,9.52,59.43,,,,,
1338,5/28/2025 12:25,9.5,59.43,,,,,
1339,5/28/2025 12:30,9.51,59.43,,,,,
1340,5/28/2025 12:35,9.5,59.43,,,,,
1341,5/28/2025 12:40,9.5,59.43,,,,,
1342,5/28/2025 12:45,9.49,59.43,,,,,
1343,5/28/2025 12:50,9.48,59.43,,,,,
1344,5/28/2025 12:55,9.47,59.43,,,,,
1345,5/28/2025 13:00,9.48,59.43,,,,,
1346,5/28/2025 13:05,9.48,59.43,,,,,
1347,5/28/2025 13:10,9.48,59.43,,,,,
1348,5/28/2025 13:15,9.49,59.43,,,,,
1349,5/28/2025 13:20,9.48,59.43,,,,,
1350,5/28/2025 13:25,9.5,59.43,,,,,
1351,5/28/2025 13:30,9.51,59.43,,,,,
1352,5/28/2025 13:35,9.51,59.43,,,,,
1353,5/28/2025 13:40,9.51,59.43,,,,,
1354,5/28/2025 13:45,9.49,59.43,,,,,
1355,5/28/2025 13:50,9.52,59.43,,,,,
1356,5/28/2025 13:55,9.51,59.43,,,,,
1357,5/28/2025 14:00,9.5,59.43,,,,,
1358,5/28/2025 14:05,9.48,59.43,,,,,
1359,5/28/2025 14:10,9.46,59.43,,,,,
1360,5/28/2025 14:15,9.53,59.43,,,,,
1361,5/28/2025 14:20,9.52,59.47,,,,,
1362,5/28/2025 14:25,9.55,59.47,,,,,
1363,5/28/2025 14:30,9.55,59.47,,,,,
1364,5/28/2025 14:35,9.54,59.47,,,,,
1365,5/28/2025 14:40,9.55,59.47,,,,,
1366,5/28/2025 14:45,9.53,59.47,,,,,
1367,5/28/2025 14:50,9.6,59.47,,,,,
1368,5/28/2025 14:55,9.59,59.47,,,,,
1369,5/28/2025 15:00,9.59,59.47,,,,,
1370,5/28/2025 15:05,9.6,59.43,,,,,
1371,5/28/2025 15:10,9.61,59.47,,,,,
1372,5/28/2025 15:15,9.61,59.43,,,,,
1373,5/28/2025 15:20,9.59,59.43,,,,,
1374,5/28/2025 15:25,9.62,59.43,,,,,
1375,5/28/2025 15:30,9.61,59.43,,,,,
1376,5/28/2025 15:35,9.62,59.43,,,,,
1377,5/28/2025 15:40,9.62,59.43,,,,,
1378,5/28/2025 15:45,9.62,59.47,,,,,
1379,5/28/2025 15:50,9.61,59.47,,,,,
1380,5/28/2025 15:55,9.61,59.47,,,,,
1381,5/28/2025 16:00,9.62,59.5,,,,,
1382,5/28/2025 16:05,10.38,59.61,,,,,
1383,5/28/2025 16:10,10.37,59.65,,,,,
1384,5/28/2025 16:15,10.36,59.65,,,,,
1385,5/28/2025 16:20,10.36,59.68,,,,,
1386,5/28/2025 16:25,10.37,59.65,,,,,
1387,5/28/2025 16:30,10.36,59.65,,,,,
1388,5/28/2025 16:35,10.35,59.65,,,,,
1389,5/28/2025 16:40,10.33,59.61,,,,,
1390,5/28/2025 16:45,10.34,59.61,,,,,
1391,5/28/2025 16:50,10.34,59.58,,,,,
1392,5/28/2025 16:55,10.34,59.58,,,,,
1393,5/28/2025 17:00,10.34,59.54,,,,,
1394,5/28/2025 17:05,10.29,59.54,,,,,
1395,5/28/2025 17:10,10.29,59.5,,,,,
1396,5/28/2025 17:15,10.29,59.5,,,,,
1397,5/28/2025 17:20,10.31,59.54,,,,,
1398,5/28/2025 17:25,10.33,59.58,,,,,
1399,5/28/2025 17:30,10.35,59.65,,,,,
1400,5/28/2025 17:35,10.35,59.61,,,,,
1401,5/28/2025 17:40,10.36,59.61,,,,,
1402,5/28/2025 17:45,10.35,59.61,,,,,
1403,5/28/2025 17:50,10.35,59.58,,,,,
1404,5/28/2025 17:55,10.37,59.61,,,,,
1405,5/28/2025 18:00,10.38,59.65,,,,,
1406,5/28/2025 18:05,10.39,59.65,,,,,
1407,5/28/2025 18:10,10.4,59.65,,,,,
1408,5/28/2025 18:15,10.42,59.68,,,,,
1409,5/28/2025 18:20,10.44,59.68,,,,,
1410,5/28/2025 18:25,10.47,59.72,,,,,
1411,5/28/2025 18:30,10.47,59.72,,,,,
1412,5/28/2025 18:35,10.49,59.72,,,,,
1413,5/28/2025 18:40,10.47,59.72,,,,,
1414,5/28/2025 18:45,10.48,59.72,,,,,
1415,5/28/2025 18:50,10.51,59.72,,,,,
1416,5/28/2025 18:55,10.49,59.72,,,,,
1417,5/28/2025 19:00,10.49,59.72,,,,,
1418,5/28/2025 19:05,10.5,59.72,,,,,
1419,5/28/2025 19:10,10.5,59.68,,,,,
1420,5/28/2025 19:15,10.49,59.68,,,,,
1421,5/28/2025 19:20,10.49,59.68,,,,,
1422,5/28/2025 19:25,10.47,59.68,,,,,
1423,5/28/2025 19:30,10.49,59.68,,,,,
1424,5/28/2025 19:35,10.49,59.68,,,,,
1425,5/28/2025 19:40,10.48,59.65,,,,,
1426,5/28/2025 19:45,10.48,59.65,,,,,
1427,5/28/2025 19:50,10.47,59.65,,,,,
1428,5/28/2025 19:55,10.48,59.65,,,,,
1429,5/28/2025 20:00,10.46,59.61,,,,,
1430,5/28/2025 20:05,10.45,59.61,,,,,
1431,5/28/2025 20:10,10.46,59.65,,,,,
1432,5/28/2025 20:15,10.49,59.65,,,,,
1433,5/28/2025 20:20,10.49,59.68,,,,,
1434,5/28/2025 20:25,10.51,59.68,,,,,
1435,5/28/2025 20:30,10.49,59.72,,,,,
1436,5/28/2025 20:35,10.49,59.72,,,,,
1437,5/28/2025 20:40,10.48,59.72,,,,,
1438,5/28/2025 20:45,10.47,59.72,,,,,
1439,5/28/2025 20:50,10.48,59.72,,,,,
1440,5/28/2025 20:55,10.48,59.76,,,,,
1441,5/28/2025 21:00,10.47,59.76,,,,,
1442,5/28/2025 21:05,10.46,59.76,,,,,
1443,5/28/2025 21:10,10.45,59.79,,,,,
1444,5/28/2025 21:15,10.46,59.79,,,,,
1445,5/28/2025 21:20,10.43,59.83,,,,,
1446,5/28/2025 21:25,10.45,59.86,,,,,
1447,5/28/2025 21:30,10.44,59.86,,,,,
1448,5/28/2025 21:35,10.42,59.9,,,,,
1449,5/28/2025 21:40,10.4,59.9,,,,,
1450,5/28/2025 21:45,10.44,59.9,,,,,
1451,5/28/2025 21:50,10.44,59.9,,,,,
1452,5/28/2025 21:55,10.43,59.9,,,,,
1453,5/28/2025 22:00,10.44,59.9,,,,,
1454,5/28/2025 22:05,10.52,59.9,,,,,
1455,5/28/2025 22:10,10.52,59.9,,,,,
1456,5/28/2025 22:15,10.5,59.9,,,,,
1457,5/28/2025 22:20,10.52,59.9,,,,,
1458,5/28/2025 22:25,10.5,59.9,,,,,
1459,5/28/2025 22:30,10.49,59.9,,,,,
1460,5/28/2025 22:35,10.5,59.86,,,,,
1461,5/28/2025 22:40,10.5,59.86,,,,,
1462,5/28/2025 22:45,10.49,59.86,,,,,
1463,5/28/2025 22:50,10.49,59.86,,,,,
1464,5/28/2025 22:55,10.48,59.83,,,,,
1465,5/28/2025 23:00,10.51,59.83,,,,,
1466,5/28/2025 23:05,10.49,59.83,,,,,
1467,5/28/2025 23:10,10.48,59.83,,,,,
1468,5/28/2025 23:15,10.47,59.79,,,,,
1469,5/28/2025 23:20,10.46,59.79,,,,,
1470,5/28/2025 23:25,10.46,59.76,,,,,
1471,5/28/2025 23:30,10.45,59.76,,,,,
1472,5/28/2025 23:35,10.45,59.76,,,,,
1473,5/28/2025 23:40,10.44,59.72,,,,,
1474,5/28/2025 23:45,10.43,59.72,,,,,
1475,5/28/2025 23:50,10.44,59.68,,,,,
1476,5/28/2025 23:55,10.44,59.68,,,,,
1477,5/29/2025 0:00,10.42,59.68,,,,,
1478,5/29/2025 0:05,10.37,59.65,,,,,
1479,5/29/2025 0:10,10.28,59.58,,,,,
1480,5/29/2025 0:15,10.25,59.58,,,,,
1481,5/29/2025 0:20,10.19,59.5,,,,,
1482,5/29/2025 0:25,10.14,59.5,,,,,
1483,5/29/2025 0:30,10.09,59.47,,,,,
1484,5/29/2025 0:35,10.04,59.43,,,,,
1485,5/29/2025 0:40,9.99,59.4,,,,,
1486,5/29/2025 0:45,9.95,59.4,,,,,
1487,5/29/2025 0:50,9.91,59.36,,,,,
1488,5/29/2025 0:55,9.86,59.36,,,,,
1489,5/29/2025 1:00,9.82,59.32,,,,,
1490,5/29/2025 1:05,9.84,59.32,,,,,
1491,5/29/2025 1:10,9.83,59.32,,,,,
1492,5/29/2025 1:15,9.83,59.32,,,,,
1493,5/29/2025 1:20,9.85,59.32,,,,,
1494,5/29/2025 1:25,9.86,59.32,,,,,
1495,5/29/2025 1:30,9.87,59.32,,,,,
1496,5/29/2025 1:35,9.9,59.32,,,,,
1497,5/29/2025 1:40,9.89,59.32,,,,,
1498,5/29/2025 1:45,9.91,59.32,,,,,
1499,5/29/2025 1:50,9.92,59.36,,,,,
1500,5/29/2025 1:55,9.94,59.36,,,,,
1501,5/29/2025 2:00,9.93,59.36,,,,,
1502,5/29/2025 2:05,10,59.36,,,,,
1503,5/29/2025 2:10,10.06,59.36,,,,,
1504,5/29/2025 2:15,10.06,59.36,,,,,
1505,5/29/2025 2:20,10.09,59.36,,,,,
1506,5/29/2025 2:25,10.09,59.36,,,,,
1507,5/29/2025 2:30,10.06,59.36,,,,,
1508,5/29/2025 2:35,10.04,59.36,,,,,
1509,5/29/2025 2:40,10.02,59.36,,,,,
1510,5/29/2025 2:45,9.99,59.32,,,,,
1511,5/29/2025 2:50,9.99,59.32,,,,,
1512,5/29/2025 2:55,9.98,59.29,,,,,
1513,5/29/2025 3:00,9.95,59.25,,,,,
1514,5/29/2025 3:05,9.97,59.25,,,,,
1515,5/29/2025 3:10,9.97,59.22,,,,,
1516,5/29/2025 3:15,9.94,59.18,,,,,
1517,5/29/2025 3:20,9.94,59.14,,,,,
1518,5/29/2025 3:25,9.94,59.14,,,,,
1519,5/29/2025 3:30,9.93,59.14,,,,,
1520,5/29/2025 3:35,9.94,59.11,,,,,
1521,5/29/2025 3:40,9.95,59.11,,,,,
1522,5/29/2025 3:45,9.97,59.11,,,,,
1523,5/29/2025 3:50,9.96,59.07,,,,,
1524,5/29/2025 3:55,9.96,59.07,,,,,
1525,5/29/2025 4:00,9.96,59.07,,,,,
1526,5/29/2025 4:05,9.95,59.07,,,,,
1527,5/29/2025 4:10,9.95,59.07,,,,,
1528,5/29/2025 4:15,9.96,59.07,,,,,
1529,5/29/2025 4:20,9.97,59.07,,,,,
1530,5/29/2025 4:25,9.97,59.07,,,,,
1531,5/29/2025 4:30,9.96,59.04,,,,,
1532,5/29/2025 4:35,9.96,59.04,,,,,
1533,5/29/2025 4:40,9.93,59.04,,,,,
1534,5/29/2025 4:45,9.95,59.04,,,,,
1535,5/29/2025 4:50,9.96,59.04,,,,,
1536,5/29/2025 4:55,9.99,59.07,,,,,
1537,5/29/2025 5:00,10.06,59.11,,,,,
1538,5/29/2025 5:05,10.07,59.14,,,,,
1539,5/29/2025 5:10,10.07,59.18,,,,,
1540,5/29/2025 5:15,10.06,59.18,,,,,
1541,5/29/2025 5:20,10.07,59.22,,,,,
1542,5/29/2025 5:25,10.08,59.22,,,,,
1543,5/29/2025 5:30,10.09,59.22,,,,,
1544,5/29/2025 5:35,10.12,59.22,,,,,
1545,5/29/2025 5:40,10.12,59.22,,,,,
1546,5/29/2025 5:45,10.12,59.25,,,,,
1547,5/29/2025 5:50,10.13,59.25,,,,,
1548,5/29/2025 5:55,10.13,59.25,,,,,
1549,5/29/2025 6:00,10.15,59.25,,,,,
1550,5/29/2025 6:05,10.15,59.25,,,,,
1551,5/29/2025 6:10,10.16,59.25,,,,,
1552,5/29/2025 6:15,10.17,59.22,,,,,
1553,5/29/2025 6:20,10.19,59.22,,,,,
1554,5/29/2025 6:25,10.17,59.25,,,,,
1555,5/29/2025 6:30,10.19,59.25,,,,,
1556,5/29/2025 6:35,10.21,59.25,,,,,
1557,5/29/2025 6:40,10.22,59.25,,,,,
1558,5/29/2025 6:45,10.19,59.29,,,,,
1559,5/29/2025 6:50,10.19,59.29,,,,,
1560,5/29/2025 6:55,10.19,59.32,,,,,
1561,5/29/2025 7:00,10.17,59.36,,,,,
1562,5/29/2025 7:05,10.15,59.32,,,,,
1563,5/29/2025 7:10,10.14,59.32,,,,,
