Plot Title: 22224703,,,,,,,,,
#,"Date Time, GMT+00:00",do.mgl,"Temp, °F (LGR S/N: 22224703, SEN S/N: 22224703)","DO Adj Conc, mg/L (LGR S/N: 22224703)",Coupler Detached (LGR S/N: 22224703),Coupler Attached (LGR S/N: 22224703),Host Connected (LGR S/N: 22224703),Stopped (LGR S/N: 22224703),End Of File (LGR S/N: 22224703)
3049,7/26/2025 8:17,,66.67,3.31,,,,,
3050,7/26/2025 8:22,,66.67,3.27,,,,,
3051,7/26/2025 8:27,,66.67,3.26,,,,,
3052,7/26/2025 8:32,,66.67,3.25,,,,,
3053,7/26/2025 8:37,,66.67,3.24,,,,,
3054,7/26/2025 8:42,,66.67,3.22,,,,,
3055,7/26/2025 8:47,,66.67,3.22,,,,,
3056,7/26/2025 8:52,,66.63,3.24,,,,,
3057,7/26/2025 8:57,,66.63,3.24,,,,,
3058,7/26/2025 9:02,,66.63,3.23,,,,,
3059,7/26/2025 9:07,,66.63,3.25,,,,,
3060,7/26/2025 9:12,,66.63,3.24,,,,,
3061,7/26/2025 9:17,,66.63,3.22,,,,,
3062,7/26/2025 9:22,,66.63,3.25,,,,,
3063,7/26/2025 9:27,,66.63,3.24,,,,,
3064,7/26/2025 9:32,,66.63,3.24,,,,,
3065,7/26/2025 9:37,,66.63,3.23,,,,,
3066,7/26/2025 9:42,,66.6,3.26,,,,,
3067,7/26/2025 9:47,,66.6,3.27,,,,,
3068,7/26/2025 9:52,,66.6,3.28,,,,,
3069,7/26/2025 9:57,,66.6,3.28,,,,,
3070,7/26/2025 10:02,,66.56,3.48,,,,,
3071,7/26/2025 10:07,,66.52,3.46,,,,,
3072,7/26/2025 10:12,,66.49,3.45,,,,,
3073,7/26/2025 10:17,,66.49,3.45,,,,,
3074,7/26/2025 10:22,,66.49,3.45,,,,,
3075,7/26/2025 10:27,,66.49,3.47,,,,,
3076,7/26/2025 10:32,,66.49,3.47,,,,,
3077,7/26/2025 10:37,,66.49,3.51,,,,,
3078,7/26/2025 10:42,,66.49,3.51,,,,,
3079,7/26/2025 10:47,,66.49,3.46,,,,,
3080,7/26/2025 10:52,,66.49,3.45,,,,,
3081,7/26/2025 10:57,,66.52,3.45,,,,,
3082,7/26/2025 11:02,,66.52,3.48,,,,,
3083,7/26/2025 11:07,,66.52,3.42,,,,,
3084,7/26/2025 11:12,,66.56,3.45,,,,,
3085,7/26/2025 11:17,,66.56,3.45,,,,,
3086,7/26/2025 11:22,,66.56,3.45,,,,,
3087,7/26/2025 11:27,,66.56,3.45,,,,,
3088,7/26/2025 11:32,,66.52,3.44,,,,,
3089,7/26/2025 11:37,,66.52,3.45,,,,,
3090,7/26/2025 11:42,,66.52,3.45,,,,,
3091,7/26/2025 11:47,,66.52,3.46,,,,,
3092,7/26/2025 11:52,,66.52,3.45,,,,,
3093,7/26/2025 11:57,,66.49,3.47,,,,,
3094,7/26/2025 12:02,,66.49,3.47,,,,,
3095,7/26/2025 12:07,,66.49,3.45,,,,,
3096,7/26/2025 12:12,,66.49,3.41,,,,,
3097,7/26/2025 12:17,,66.45,3.4,,,,,
3098,7/26/2025 12:22,,66.45,3.39,,,,,
3099,7/26/2025 12:27,,66.45,3.35,,,,,
3100,7/26/2025 12:32,,66.42,3.33,,,,,
3101,7/26/2025 12:37,,66.42,3.31,,,,,
3102,7/26/2025 12:42,,66.42,3.27,,,,,
3103,7/26/2025 12:47,,66.42,3.17,,,,,
3104,7/26/2025 12:52,,66.42,3.18,,,,,
3105,7/26/2025 12:57,,66.38,3.26,,,,,
3106,7/26/2025 13:02,,66.38,3.32,,,,,
3107,7/26/2025 13:07,,66.38,3.33,,,,,
3108,7/26/2025 13:12,,66.38,3.31,,,,,
3109,7/26/2025 13:17,,66.34,3.3,,,,,
3110,7/26/2025 13:22,,66.34,3.27,,,,,
3111,7/26/2025 13:27,,66.34,3.28,,,,,
3112,7/26/2025 13:32,,66.34,3.28,,,,,
3113,7/26/2025 13:37,,66.31,3.25,,,,,
3114,7/26/2025 13:42,,66.31,3.22,,,,,
3115,7/26/2025 13:47,,66.31,3.22,,,,,
3116,7/26/2025 13:52,,66.31,3.22,,,,,
3117,7/26/2025 13:57,,66.31,3.21,,,,,
3118,7/26/2025 14:02,,66.31,3.22,,,,,
3119,7/26/2025 14:07,,66.31,3.2,,,,,
3120,7/26/2025 14:12,,66.31,3.21,,,,,
3121,7/26/2025 14:17,,66.31,3.22,,,,,
3122,7/26/2025 14:22,,66.31,3.24,,,,,
3123,7/26/2025 14:27,,66.31,3.23,,,,,
3124,7/26/2025 14:32,,66.34,3.22,,,,,
3125,7/26/2025 14:37,,66.34,3.23,,,,,
3126,7/26/2025 14:42,,66.38,3.24,,,,,
3127,7/26/2025 14:47,,66.38,3.22,,,,,
3128,7/26/2025 14:52,,66.38,3.19,,,,,
3129,7/26/2025 14:57,,66.38,3.19,,,,,
3130,7/26/2025 15:02,,66.38,3.18,,,,,
3131,7/26/2025 15:07,,66.42,3.18,,,,,
3132,7/26/2025 15:12,,66.42,3.2,,,,,
3133,7/26/2025 15:17,,66.42,3.19,,,,,
3134,7/26/2025 15:22,,66.45,3.2,,,,,
3135,7/26/2025 15:27,,66.45,3.2,,,,,
3136,7/26/2025 15:32,,66.45,3.17,,,,,
3137,7/26/2025 15:37,,66.45,3.17,,,,,
3138,7/26/2025 15:42,,66.49,3.19,,,,,
3139,7/26/2025 15:47,,66.49,3.2,,,,,
3140,7/26/2025 15:52,,66.49,3.21,,,,,
3141,7/26/2025 15:57,,66.52,3.21,,,,,
3142,7/26/2025 16:02,,66.6,3.63,,,,,
3143,7/26/2025 16:07,,66.67,3.63,,,,,
3144,7/26/2025 16:12,,66.67,3.63,,,,,
3145,7/26/2025 16:17,,66.67,3.65,,,,,
3146,7/26/2025 16:22,,66.67,3.63,,,,,
3147,7/26/2025 16:27,,66.7,3.63,,,,,
3148,7/26/2025 16:32,,66.67,3.64,,,,,
3149,7/26/2025 16:37,,66.67,3.63,,,,,
3150,7/26/2025 16:42,,66.67,3.62,,,,,
3151,7/26/2025 16:47,,66.67,3.62,,,,,
3152,7/26/2025 16:52,,66.7,3.6,,,,,
3153,7/26/2025 16:57,,66.7,3.58,,,,,
3154,7/26/2025 17:02,,66.67,3.59,,,,,
3155,7/26/2025 17:07,,66.7,3.59,,,,,
3156,7/26/2025 17:12,,66.7,3.59,,,,,
3157,7/26/2025 17:17,,66.7,3.57,,,,,
3158,7/26/2025 17:22,,66.7,3.54,,,,,
3159,7/26/2025 17:27,,66.7,3.51,,,,,
3160,7/26/2025 17:32,,66.7,3.5,,,,,
3161,7/26/2025 17:37,,66.7,3.5,,,,,
3162,7/26/2025 17:42,,66.7,3.39,,,,,
3163,7/26/2025 17:47,,66.7,3.34,,,,,
3164,7/26/2025 17:52,,66.74,3.39,,,,,
3165,7/26/2025 17:57,,66.74,3.44,,,,,
3166,7/26/2025 18:02,,66.74,3.34,,,,,
3167,7/26/2025 18:07,,66.74,3.35,,,,,
3168,7/26/2025 18:12,,66.74,3.38,,,,,
3169,7/26/2025 18:17,,66.74,3.4,,,,,
3170,7/26/2025 18:22,,66.74,3.35,,,,,
3171,7/26/2025 18:27,,66.74,3.39,,,,,
3172,7/26/2025 18:32,,66.74,3.44,,,,,
3173,7/26/2025 18:37,,66.74,3.38,,,,,
3174,7/26/2025 18:42,,66.78,3.31,,,,,
3175,7/26/2025 18:47,,66.78,3.22,,,,,
3176,7/26/2025 18:52,,66.78,3.22,,,,,
3177,7/26/2025 18:57,,66.78,3.17,,,,,
3178,7/26/2025 19:02,,66.78,3.26,,,,,
3179,7/26/2025 19:07,,66.78,3.15,,,,,
3180,7/26/2025 19:12,,66.78,3.18,,,,,
3181,7/26/2025 19:17,,66.81,3.19,,,,,
3182,7/26/2025 19:22,,66.81,3.29,,,,,
3183,7/26/2025 19:27,,66.81,3.29,,,,,
3184,7/26/2025 19:32,,66.81,3.28,,,,,
3185,7/26/2025 19:37,,66.85,3.3,,,,,
3186,7/26/2025 19:42,,66.85,3.31,,,,,
3187,7/26/2025 19:47,,66.88,3.29,,,,,
3188,7/26/2025 19:52,,66.88,3.28,,,,,
3189,7/26/2025 19:57,,66.88,3.28,,,,,
3190,7/26/2025 20:02,,66.92,3.27,,,,,
3191,7/26/2025 20:07,,66.92,3.28,,,,,
3192,7/26/2025 20:12,,66.92,3.3,,,,,
3193,7/26/2025 20:17,,66.92,3.27,,,,,
3194,7/26/2025 20:22,,66.92,3.28,,,,,
3195,7/26/2025 20:27,,66.92,3.29,,,,,
3196,7/26/2025 20:32,,66.92,3.31,,,,,
3197,7/26/2025 20:37,,66.92,3.28,,,,,
3198,7/26/2025 20:42,,66.92,3.29,,,,,
3199,7/26/2025 20:47,,66.92,3.27,,,,,
3200,7/26/2025 20:52,,66.92,3.25,,,,,
3201,7/26/2025 20:57,,66.92,3.24,,,,,
3202,7/26/2025 21:02,,66.92,3.22,,,,,
3203,7/26/2025 21:07,,66.92,3.2,,,,,
3204,7/26/2025 21:12,,66.96,3.19,,,,,
3205,7/26/2025 21:17,,66.92,3.22,,,,,
3206,7/26/2025 21:22,,66.96,3.25,,,,,
3207,7/26/2025 21:27,,66.96,3.25,,,,,
3208,7/26/2025 21:32,,66.96,3.22,,,,,
3209,7/26/2025 21:37,,66.96,3.22,,,,,
3210,7/26/2025 21:42,,66.96,3.25,,,,,
3211,7/26/2025 21:47,,66.96,3.25,,,,,
3212,7/26/2025 21:52,,66.96,3.23,,,,,
3213,7/26/2025 21:57,,66.99,3.23,,,,,
3214,7/26/2025 22:02,,67.1,3.72,,,,,
3215,7/26/2025 22:07,,67.21,3.7,,,,,
3216,7/26/2025 22:12,,67.21,3.7,,,,,
3217,7/26/2025 22:17,,67.24,3.71,,,,,
3218,7/26/2025 22:22,,67.24,3.7,,,,,
3219,7/26/2025 22:27,,67.24,3.72,,,,,
3220,7/26/2025 22:32,,67.21,3.72,,,,,
3221,7/26/2025 22:37,,67.21,3.7,,,,,
3222,7/26/2025 22:42,,67.17,3.7,,,,,
3223,7/26/2025 22:47,,67.17,3.7,,,,,
3224,7/26/2025 22:52,,67.14,3.67,,,,,
3225,7/26/2025 22:57,,67.1,3.66,,,,,
3226,7/26/2025 23:02,,67.06,3.64,,,,,
3227,7/26/2025 23:07,,67.06,3.63,,,,,
3228,7/26/2025 23:12,,67.03,3.63,,,,,
3229,7/26/2025 23:17,,66.99,3.62,,,,,
3230,7/26/2025 23:22,,66.96,3.6,,,,,
3231,7/26/2025 23:27,,66.92,3.59,,,,,
3232,7/26/2025 23:32,,66.92,3.56,,,,,
3233,7/26/2025 23:37,,66.88,3.57,,,,,
3234,7/26/2025 23:42,,66.85,3.57,,,,,
3235,7/26/2025 23:47,,66.85,3.57,,,,,
3236,7/26/2025 23:52,,66.81,3.53,,,,,
3237,7/26/2025 23:57,,66.81,3.5,,,,,
3238,7/27/2025 0:02,,66.81,3.49,,,,,
3239,7/27/2025 0:07,,66.78,3.47,,,,,
3240,7/27/2025 0:12,,66.78,3.49,,,,,
3241,7/27/2025 0:17,,66.74,3.46,,,,,
3242,7/27/2025 0:22,,66.74,3.44,,,,,
3243,7/27/2025 0:27,,66.7,3.41,,,,,
3244,7/27/2025 0:32,,66.7,3.39,,,,,
3245,7/27/2025 0:37,,66.7,3.36,,,,,
3246,7/27/2025 0:42,,66.67,3.34,,,,,
3247,7/27/2025 0:47,,66.67,3.33,,,,,
3248,7/27/2025 0:52,,66.63,3.33,,,,,
3249,7/27/2025 0:57,,66.63,3.35,,,,,
3250,7/27/2025 1:02,,66.6,3.27,,,,,
3251,7/27/2025 1:07,,66.6,3.22,,,,,
3252,7/27/2025 1:12,,66.6,3.24,,,,,
3253,7/27/2025 1:17,,66.56,3.28,,,,,
3254,7/27/2025 1:22,,66.56,3.33,,,,,
3255,7/27/2025 1:27,,66.56,3.35,,,,,
3256,7/27/2025 1:32,,66.52,3.34,,,,,
3257,7/27/2025 1:37,,66.52,3.35,,,,,
3258,7/27/2025 1:42,,66.52,3.35,,,,,
3259,7/27/2025 1:47,,66.49,3.37,,,,,
3260,7/27/2025 1:52,,66.49,3.32,,,,,
3261,7/27/2025 1:57,,66.49,3.33,,,,,
3262,7/27/2025 2:02,,66.49,3.33,,,,,
3263,7/27/2025 2:07,,66.49,3.32,,,,,
3264,7/27/2025 2:12,,66.49,3.31,,,,,
3265,7/27/2025 2:17,,66.49,3.3,,,,,
3266,7/27/2025 2:22,,66.49,3.27,,,,,
3267,7/27/2025 2:27,,66.49,3.27,,,,,
3268,7/27/2025 2:32,,66.49,3.28,,,,,
3269,7/27/2025 2:37,,66.49,3.25,,,,,
3270,7/27/2025 2:42,,66.49,3.27,,,,,
3271,7/27/2025 2:47,,66.49,3.26,,,,,
3272,7/27/2025 2:52,,66.49,3.22,,,,,
3273,7/27/2025 2:57,,66.49,3.22,,,,,
3274,7/27/2025 3:02,,66.52,3.21,,,,,
3275,7/27/2025 3:07,,66.52,3.19,,,,,
3276,7/27/2025 3:12,,66.52,3.16,,,,,
3277,7/27/2025 3:17,,66.52,3.12,,,,,
3278,7/27/2025 3:22,,66.52,3.14,,,,,
3279,7/27/2025 3:27,,66.52,3.1,,,,,
3280,7/27/2025 3:32,,66.52,3.09,,,,,
3281,7/27/2025 3:37,,66.56,3.09,,,,,
3282,7/27/2025 3:42,,66.56,3.08,,,,,
3283,7/27/2025 3:47,,66.56,3.03,,,,,
3284,7/27/2025 3:52,,66.56,3.01,,,,,
3285,7/27/2025 3:57,,66.6,3.02,,,,,
3286,7/27/2025 4:02,,66.67,3.36,,,,,
3287,7/27/2025 4:07,,66.74,3.27,,,,,
3288,7/27/2025 4:12,,66.78,3.25,,,,,
3289,7/27/2025 4:17,,66.78,3.22,,,,,
3290,7/27/2025 4:22,,66.78,3.21,,,,,
3291,7/27/2025 4:27,,66.78,3.23,,,,,
3292,7/27/2025 4:32,,66.78,3.24,,,,,
3293,7/27/2025 4:37,,66.78,3.24,,,,,
3294,7/27/2025 4:42,,66.81,3.22,,,,,
3295,7/27/2025 4:47,,66.81,3.17,,,,,
3296,7/27/2025 4:52,,66.81,3.16,,,,,
3297,7/27/2025 4:57,,66.81,3.17,,,,,
3298,7/27/2025 5:02,,66.81,3.19,,,,,
3299,7/27/2025 5:07,,66.85,3.19,,,,,
3300,7/27/2025 5:12,,66.85,3.21,,,,,
3301,7/27/2025 5:17,,66.85,3.22,,,,,
3302,7/27/2025 5:22,,66.85,3.23,,,,,
3303,7/27/2025 5:27,,66.81,3.25,,,,,
3304,7/27/2025 5:32,,66.81,3.26,,,,,
3305,7/27/2025 5:37,,66.81,3.27,,,,,
3306,7/27/2025 5:42,,66.81,3.27,,,,,
3307,7/27/2025 5:47,,66.81,3.28,,,,,
3308,7/27/2025 5:52,,66.81,3.27,,,,,
3309,7/27/2025 5:57,,66.81,3.33,,,,,
3310,7/27/2025 6:02,,66.81,3.34,,,,,
3311,7/27/2025 6:07,,66.81,3.29,,,,,
3312,7/27/2025 6:12,,66.81,3.3,,,,,
3313,7/27/2025 6:17,,66.81,3.28,,,,,
3314,7/27/2025 6:22,,66.81,3.27,,,,,
3315,7/27/2025 6:27,,66.81,3.27,,,,,
3316,7/27/2025 6:32,,66.81,3.25,,,,,
3317,7/27/2025 6:37,,66.81,3.25,,,,,
3318,7/27/2025 6:42,,66.81,3.23,,,,,
3319,7/27/2025 6:47,,66.85,3.27,,,,,
3320,7/27/2025 6:52,,66.85,3.27,,,,,
3321,7/27/2025 6:57,,66.85,3.23,,,,,
3322,7/27/2025 7:02,,66.85,3.21,,,,,
3323,7/27/2025 7:07,,66.85,3.21,,,,,
3324,7/27/2025 7:12,,66.85,3.21,,,,,
3325,7/27/2025 7:17,,66.85,3.21,,,,,
3326,7/27/2025 7:22,,66.85,3.2,,,,,
3327,7/27/2025 7:27,,66.85,3.2,,,,,
3328,7/27/2025 7:32,,66.85,3.2,,,,,
3329,7/27/2025 7:37,,66.85,3.26,,,,,
3330,7/27/2025 7:42,,66.85,3.23,,,,,
3331,7/27/2025 7:47,,66.85,3.27,,,,,
3332,7/27/2025 7:52,,66.85,3.23,,,,,
3333,7/27/2025 7:57,,66.85,3.23,,,,,
3334,7/27/2025 8:02,,66.85,3.22,,,,,
3335,7/27/2025 8:07,,66.88,3.21,,,,,
3336,7/27/2025 8:12,,66.88,3.22,,,,,
3337,7/27/2025 8:17,,66.88,3.22,,,,,
3338,7/27/2025 8:22,,66.88,3.22,,,,,
3339,7/27/2025 8:27,,66.88,3.22,,,,,
3340,7/27/2025 8:32,,66.88,3.17,,,,,
3341,7/27/2025 8:37,,66.88,3.21,,,,,
3342,7/27/2025 8:42,,66.88,3.17,,,,,
3343,7/27/2025 8:47,,66.88,3.16,,,,,
3344,7/27/2025 8:52,,66.88,3.15,,,,,
3345,7/27/2025 8:57,,66.88,3.15,,,,,
3346,7/27/2025 9:02,,66.88,3.14,,,,,
3347,7/27/2025 9:07,,66.88,3.13,,,,,
3348,7/27/2025 9:12,,66.88,3.13,,,,,
3349,7/27/2025 9:17,,66.88,3.13,,,,,
3350,7/27/2025 9:22,,66.88,3.13,,,,,
3351,7/27/2025 9:27,,66.88,3.12,,,,,
3352,7/27/2025 9:32,,66.88,3.12,,,,,
3353,7/27/2025 9:37,,66.88,3.12,,,,,
3354,7/27/2025 9:42,,66.88,3.11,,,,,
3355,7/27/2025 9:47,,66.88,3.11,,,,,
3356,7/27/2025 9:52,,66.88,3.09,,,,,
3357,7/27/2025 9:57,,66.88,3.15,,,,,
3358,7/27/2025 10:02,,66.88,3.35,,,,,
3359,7/27/2025 10:07,,66.88,3.3,,,,,
3360,7/27/2025 10:12,,66.88,3.28,,,,,
3361,7/27/2025 10:17,,66.85,3.3,,,,,
3362,7/27/2025 10:22,,66.85,3.31,,,,,
3363,7/27/2025 10:27,,66.85,3.3,,,,,
3364,7/27/2025 10:32,,66.85,3.31,,,,,
3365,7/27/2025 10:37,,66.88,3.31,,,,,
3366,7/27/2025 10:42,,66.88,3.32,,,,,
3367,7/27/2025 10:47,,66.88,3.32,,,,,
3368,7/27/2025 10:52,,66.88,3.31,,,,,
3369,7/27/2025 10:57,,66.88,3.31,,,,,
3370,7/27/2025 11:02,,66.88,3.31,,,,,
3371,7/27/2025 11:07,,66.88,3.3,,,,,
3372,7/27/2025 11:12,,66.88,3.29,,,,,
3373,7/27/2025 11:17,,66.88,3.3,,,,,
3374,7/27/2025 11:22,,66.85,3.3,,,,,
3375,7/27/2025 11:27,,66.85,3.31,,,,,
3376,7/27/2025 11:32,,66.85,3.29,,,,,
3377,7/27/2025 11:37,,66.85,3.27,,,,,
3378,7/27/2025 11:42,,66.85,3.27,,,,,
3379,7/27/2025 11:47,,66.85,3.26,,,,,
3380,7/27/2025 11:52,,66.85,3.26,,,,,
3381,7/27/2025 11:57,,66.85,3.26,,,,,
3382,7/27/2025 12:02,,66.85,3.26,,,,,
3383,7/27/2025 12:07,,66.85,3.29,,,,,
3384,7/27/2025 12:12,,66.85,3.26,,,,,
3385,7/27/2025 12:17,,66.85,3.22,,,,,
3386,7/27/2025 12:22,,66.88,3.16,,,,,
3387,7/27/2025 12:27,,66.88,3.17,,,,,
3388,7/27/2025 12:32,,66.88,3.15,,,,,
3389,7/27/2025 12:37,,66.88,3.13,,,,,
3390,7/27/2025 12:42,,66.85,3.13,,,,,
3391,7/27/2025 12:47,,66.85,3.3,,,,,
3392,7/27/2025 12:52,,66.81,3.29,,,,,
3393,7/27/2025 12:57,,66.81,3.26,,,,,
3394,7/27/2025 13:02,,66.78,3.23,,,,,
3395,7/27/2025 13:07,,66.78,3.23,,,,,
3396,7/27/2025 13:12,,66.78,3.2,,,,,
3397,7/27/2025 13:17,,66.74,3.18,,,,,
3398,7/27/2025 13:22,,66.74,3.18,,,,,
3399,7/27/2025 13:27,,66.74,3.13,,,,,
3400,7/27/2025 13:32,,66.74,3.11,,,,,
3401,7/27/2025 13:37,,66.78,3.01,,,,,
3402,7/27/2025 13:42,,66.81,2.93,,,,,
3403,7/27/2025 13:47,,66.81,2.95,,,,,
3404,7/27/2025 13:52,,66.81,3.07,,,,,
3405,7/27/2025 13:57,,66.85,3.09,,,,,
3406,7/27/2025 14:02,,66.85,3.09,,,,,
3407,7/27/2025 14:07,,66.85,3.1,,,,,
3408,7/27/2025 14:12,,66.85,3.13,,,,,
3409,7/27/2025 14:17,,66.85,3.15,,,,,
3410,7/27/2025 14:22,,66.85,3.12,,,,,
3411,7/27/2025 14:27,,66.85,3.11,,,,,
3412,7/27/2025 14:32,,66.85,3.09,,,,,
3413,7/27/2025 14:37,,66.85,3.11,,,,,
3414,7/27/2025 14:42,,66.85,3.09,,,,,
3415,7/27/2025 14:47,,66.85,3.11,,,,,
3416,7/27/2025 14:52,,66.85,3.09,,,,,
3417,7/27/2025 14:57,,66.85,3.09,,,,,
3418,7/27/2025 15:02,,66.85,3.1,,,,,
3419,7/27/2025 15:07,,66.81,3.08,,,,,
3420,7/27/2025 15:12,,66.81,3.09,,,,,
3421,7/27/2025 15:17,,66.81,3.08,,,,,
3422,7/27/2025 15:22,,66.81,3.09,,,,,
3423,7/27/2025 15:27,,66.81,3.08,,,,,
3424,7/27/2025 15:32,,66.81,3.07,,,,,
3425,7/27/2025 15:37,,66.81,3.05,,,,,
3426,7/27/2025 15:42,,66.81,3.03,,,,,
3427,7/27/2025 15:47,,66.81,3.02,,,,,
3428,7/27/2025 15:52,,66.81,3.02,,,,,
3429,7/27/2025 15:57,,66.81,3.03,,,,,
3430,7/27/2025 16:02,,66.85,3.56,,,,,
3431,7/27/2025 16:07,,66.88,3.55,,,,,
3432,7/27/2025 16:12,,66.92,3.53,,,,,
3433,7/27/2025 16:17,,66.92,3.52,,,,,
3434,7/27/2025 16:22,,66.92,3.53,,,,,
3435,7/27/2025 16:27,,66.92,3.53,,,,,
3436,7/27/2025 16:32,,66.92,3.52,,,,,
3437,7/27/2025 16:37,,66.92,3.54,,,,,
3438,7/27/2025 16:42,,66.88,3.52,,,,,
3439,7/27/2025 16:47,,66.88,3.52,,,,,
3440,7/27/2025 16:52,,66.88,3.52,,,,,
3441,7/27/2025 16:57,,66.88,3.54,,,,,
3442,7/27/2025 17:02,,66.88,3.53,,,,,
3443,7/27/2025 17:07,,66.85,3.51,,,,,
3444,7/27/2025 17:12,,66.85,3.5,,,,,
3445,7/27/2025 17:17,,66.85,3.51,,,,,
3446,7/27/2025 17:22,,66.85,3.49,,,,,
3447,7/27/2025 17:27,,66.85,3.48,,,,,
3448,7/27/2025 17:32,,66.85,3.49,,,,,
3449,7/27/2025 17:37,,66.85,3.48,,,,,
3450,7/27/2025 17:42,,66.85,3.43,,,,,
3451,7/27/2025 17:47,,66.85,3.42,,,,,
3452,7/27/2025 17:52,,66.85,3.34,,,,,
3453,7/27/2025 17:57,,66.85,3.39,,,,,
3454,7/27/2025 18:02,,66.85,3.39,,,,,
3455,7/27/2025 18:07,,66.85,3.33,,,,,
3456,7/27/2025 18:12,,66.85,3.33,,,,,
3457,7/27/2025 18:17,,66.81,3.35,,,,,
3458,7/27/2025 18:22,,66.81,3.35,,,,,
3459,7/27/2025 18:27,,66.81,3.31,,,,,
3460,7/27/2025 18:32,,66.81,3.31,,,,,
3461,7/27/2025 18:37,,66.81,3.29,,,,,
3462,7/27/2025 18:42,,66.81,3.32,,,,,
3463,7/27/2025 18:47,,66.81,3.31,,,,,
3464,7/27/2025 18:52,,66.81,3.32,,,,,
3465,7/27/2025 18:57,,66.81,3.35,,,,,
3466,7/27/2025 19:02,,66.81,3.35,,,,,
3467,7/27/2025 19:07,,66.81,3.36,,,,,
3468,7/27/2025 19:12,,66.81,3.35,,,,,
3469,7/27/2025 19:17,,66.81,3.35,,,,,
3470,7/27/2025 19:22,,66.81,3.33,,,,,
3471,7/27/2025 19:27,,66.81,3.33,,,,,
3472,7/27/2025 19:32,,66.81,3.34,,,,,
3473,7/27/2025 19:37,,66.81,3.31,,,,,
3474,7/27/2025 19:42,,66.81,3.3,,,,,
3475,7/27/2025 19:47,,66.81,3.28,,,,,
3476,7/27/2025 19:52,,66.81,3.24,,,,,
3477,7/27/2025 19:57,,66.85,3.22,,,,,
3478,7/27/2025 20:02,,66.85,3.21,,,,,
3479,7/27/2025 20:07,,66.85,3.21,,,,,
3480,7/27/2025 20:12,,66.85,3.19,,,,,
3481,7/27/2025 20:17,,66.85,3.2,,,,,
3482,7/27/2025 20:22,,66.85,3.18,,,,,
3483,7/27/2025 20:27,,66.85,3.15,,,,,
3484,7/27/2025 20:32,,66.85,3.14,,,,,
3485,7/27/2025 20:37,,66.85,3.21,,,,,
3486,7/27/2025 20:42,,66.85,3.2,,,,,
3487,7/27/2025 20:47,,66.85,3.2,,,,,
3488,7/27/2025 20:52,,66.85,3.2,,,,,
3489,7/27/2025 20:57,,66.85,3.18,,,,,
3490,7/27/2025 21:02,,66.85,3.16,,,,,
3491,7/27/2025 21:07,,66.88,3.14,,,,,
3492,7/27/2025 21:12,,66.88,3.12,,,,,
3493,7/27/2025 21:17,,66.88,3.09,,,,,
3494,7/27/2025 21:22,,66.88,3.06,,,,,
3495,7/27/2025 21:27,,66.88,3.13,,,,,
3496,7/27/2025 21:32,,66.88,3.07,,,,,
3497,7/27/2025 21:37,,66.92,3.03,,,,,
3498,7/27/2025 21:42,,66.92,3.02,,,,,
3499,7/27/2025 21:47,,66.92,3.01,,,,,
3500,7/27/2025 21:52,,66.92,3.1,,,,,
3501,7/27/2025 21:57,,66.92,3.09,,,,,
3502,7/27/2025 22:02,,66.99,3.39,,,,,
3503,7/27/2025 22:07,,67.03,3.34,,,,,
3504,7/27/2025 22:12,,67.03,3.38,,,,,
3505,7/27/2025 22:17,,67.03,3.36,,,,,
3506,7/27/2025 22:22,,67.06,3.39,,,,,
3507,7/27/2025 22:27,,67.06,3.36,,,,,
3508,7/27/2025 22:32,,67.06,3.35,,,,,
3509,7/27/2025 22:37,,67.06,3.34,,,,,
3510,7/27/2025 22:42,,67.06,3.33,,,,,
3511,7/27/2025 22:47,,67.06,3.34,,,,,
3512,7/27/2025 22:52,,67.06,3.34,,,,,
3513,7/27/2025 22:57,,67.06,3.31,,,,,
3514,7/27/2025 23:02,,67.03,3.32,,,,,
3515,7/27/2025 23:07,,67.03,3.33,,,,,
3516,7/27/2025 23:12,,67.03,3.35,,,,,
3517,7/27/2025 23:17,,67.03,3.37,,,,,
3518,7/27/2025 23:22,,67.03,3.3,,,,,
3519,7/27/2025 23:27,,67.03,3.3,,,,,
3520,7/27/2025 23:32,,67.03,3.28,,,,,
3521,7/27/2025 23:37,,67.03,3.26,,,,,
3522,7/27/2025 23:42,,67.03,3.24,,,,,
3523,7/27/2025 23:47,,67.03,3.23,,,,,
3524,7/27/2025 23:52,,67.03,3.28,,,,,
3525,7/27/2025 23:57,,67.03,3.21,,,,,
3526,7/28/2025 0:02,,67.06,3.22,,,,,
3527,7/28/2025 0:07,,67.06,3.22,,,,,
3528,7/28/2025 0:12,,67.06,3.22,,,,,
3529,7/28/2025 0:17,,67.06,3.23,,,,,
3530,7/28/2025 0:22,,67.06,3.25,,,,,
3531,7/28/2025 0:27,,67.06,3.25,,,,,
3532,7/28/2025 0:32,,67.06,3.23,,,,,
3533,7/28/2025 0:37,,67.06,3.23,,,,,
3534,7/28/2025 0:42,,67.06,3.24,,,,,
3535,7/28/2025 0:47,,67.06,3.23,,,,,
3536,7/28/2025 0:52,,67.1,2.96,,,,,
3537,7/28/2025 0:57,,67.1,2.61,,,,,
3538,7/28/2025 1:02,,67.1,2.99,,,,,
3539,7/28/2025 1:07,,67.14,3.03,,,,,
3540,7/28/2025 1:12,,67.14,3.02,,,,,
3541,7/28/2025 1:17,,67.14,3,,,,,
