"Plot Title: 20819391"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819391, SEN S/N: 20819391)","Temp, °F (LGR S/N: 20819391, SEN S/N: 20819391)","DO Adj Conc, mg/L (LGR S/N: 20819391)","DO Percent Sat, % (LGR S/N: 20819391)","Coupler Detached (LGR S/N: 20819391)","Sensor Data Error (LGR S/N: 20819391)","Coupler Attached (LGR S/N: 20819391)","Host Connected (LGR S/N: 20819391)","Stopped (LGR S/N: 20819391)","End Of File (LGR S/N: 20819391)"
3309,08/30/25 11:53:28 PM,8.21,72.10,7.06,94.4,,,,,,
3310,08/30/25 11:58:28 PM,8.18,72.10,7.04,94.1,,,,,,
3311,08/31/25 12:03:28 AM,8.17,72.10,7.03,93.9,,,,,,
3312,08/31/25 12:08:28 AM,8.17,72.14,7.03,94.0,,,,,,
3313,08/31/25 12:13:28 AM,8.14,72.14,7.00,93.6,,,,,,
3314,08/31/25 12:18:28 AM,8.14,72.14,7.00,93.6,,,,,,
3315,08/31/25 12:23:28 AM,8.14,72.14,7.00,93.6,,,,,,
3316,08/31/25 12:28:28 AM,8.08,72.14,6.95,92.9,,,,,,
3317,08/31/25 12:33:28 AM,8.06,72.18,6.93,92.8,,,,,,
3318,08/31/25 12:38:28 AM,8.01,72.18,6.89,92.2,,,,,,
3319,08/31/25 12:43:28 AM,8.01,72.18,6.89,92.2,,,,,,
3320,08/31/25 12:48:28 AM,7.97,72.18,6.86,91.7,,,,,,
3321,08/31/25 12:53:28 AM,7.93,72.21,6.82,91.3,,,,,,
3322,08/31/25 12:58:28 AM,7.91,72.21,6.80,91.1,,,,,,
3323,08/31/25 01:03:28 AM,7.87,72.21,6.77,90.6,,,,,,
3324,08/31/25 01:08:28 AM,7.87,72.25,6.77,90.6,,,,,,
3325,08/31/25 01:13:28 AM,7.87,72.25,6.77,90.6,,,,,,
3326,08/31/25 01:18:28 AM,7.83,72.25,6.74,90.2,,,,,,
3327,08/31/25 01:23:28 AM,7.95,72.25,6.84,91.6,,,,,,
3328,08/31/25 01:28:28 AM,8.00,72.25,6.88,92.1,,,,,,
3329,08/31/25 01:33:28 AM,8.04,72.25,6.92,92.6,,,,,,
3330,08/31/25 01:38:28 AM,8.13,72.25,6.99,93.6,,,,,,
3331,08/31/25 01:43:28 AM,8.12,72.28,6.98,93.6,,,,,,
3332,08/31/25 01:48:28 AM,8.09,72.25,6.96,93.2,,,,,,
3333,08/31/25 01:53:28 AM,8.09,72.25,6.96,93.2,,,,,,
3334,08/31/25 01:58:28 AM,8.03,72.25,6.91,92.5,,,,,,
3335,08/31/25 02:03:28 AM,8.05,72.25,6.92,92.7,,,,,,
3336,08/31/25 02:08:28 AM,8.09,72.25,6.96,93.2,,,,,,
3337,08/31/25 02:13:28 AM,8.13,72.21,6.99,93.6,,,,,,
3338,08/31/25 02:18:28 AM,8.12,72.21,6.98,93.5,,,,,,
3339,08/31/25 02:23:28 AM,8.13,72.21,6.99,93.6,,,,,,
3340,08/31/25 02:28:28 AM,8.10,72.18,6.97,93.2,,,,,,
3341,08/31/25 02:33:28 AM,8.08,72.18,6.95,93.0,,,,,,
3342,08/31/25 02:38:28 AM,8.04,72.18,6.92,92.5,,,,,,
3343,08/31/25 02:43:28 AM,8.01,72.18,6.89,92.2,,,,,,
3344,08/31/25 02:48:28 AM,8.02,72.18,6.90,92.3,,,,,,
3345,08/31/25 02:53:28 AM,8.07,72.14,6.94,92.8,,,,,,
3346,08/31/25 02:58:28 AM,8.13,72.14,6.99,93.5,,,,,,
3347,08/31/25 03:03:28 AM,8.16,72.14,7.02,93.9,,,,,,
3348,08/31/25 03:08:28 AM,8.15,72.14,7.01,93.8,,,,,,
3349,08/31/25 03:13:28 AM,8.18,72.10,7.04,94.1,,,,,,
3350,08/31/25 03:18:28 AM,8.18,72.10,7.04,94.1,,,,,,
3351,08/31/25 03:23:28 AM,8.18,72.10,7.04,94.1,,,,,,
3352,08/31/25 03:28:28 AM,8.15,72.10,7.01,93.7,,,,,,
3353,08/31/25 03:33:28 AM,8.14,72.10,7.00,93.6,,,,,,
3354,08/31/25 03:38:28 AM,8.12,72.07,6.98,93.3,,,,,,
3355,08/31/25 03:43:28 AM,8.16,72.07,7.02,93.8,,,,,,
3356,08/31/25 03:48:28 AM,8.14,72.07,7.00,93.6,,,,,,
3357,08/31/25 03:53:28 AM,8.14,72.07,7.00,93.6,,,,,,
3358,08/31/25 03:58:28 AM,8.15,72.07,7.01,93.7,,,,,,
3359,08/31/25 04:03:28 AM,8.57,72.07,7.37,98.5,,,,,,
3360,08/31/25 04:08:28 AM,8.56,72.03,7.36,98.4,,,,,,
3361,08/31/25 04:13:28 AM,8.54,72.03,7.34,98.1,,,,,,
3362,08/31/25 04:18:28 AM,8.53,72.03,7.34,98.0,,,,,,
3363,08/31/25 04:23:28 AM,8.53,72.03,7.34,98.0,,,,,,
3364,08/31/25 04:28:28 AM,8.51,72.03,7.32,97.8,,,,,,
3365,08/31/25 04:33:28 AM,8.52,72.03,7.33,97.9,,,,,,
3366,08/31/25 04:38:28 AM,8.52,72.03,7.33,97.9,,,,,,
3367,08/31/25 04:43:28 AM,8.49,72.03,7.30,97.6,,,,,,
3368,08/31/25 04:48:28 AM,8.52,72.03,7.33,97.9,,,,,,
3369,08/31/25 04:53:28 AM,8.51,72.03,7.32,97.8,,,,,,
3370,08/31/25 04:58:28 AM,8.51,72.03,7.32,97.8,,,,,,
3371,08/31/25 05:03:28 AM,8.51,72.03,7.32,97.8,,,,,,
3372,08/31/25 05:08:28 AM,8.48,72.03,7.29,97.4,,,,,,
3373,08/31/25 05:13:28 AM,8.46,72.03,7.28,97.2,,,,,,
3374,08/31/25 05:18:28 AM,8.45,72.03,7.27,97.1,,,,,,
3375,08/31/25 05:23:28 AM,8.45,72.03,7.27,97.1,,,,,,
3376,08/31/25 05:28:28 AM,8.44,72.03,7.26,97.0,,,,,,
3377,08/31/25 05:33:28 AM,8.43,72.03,7.25,96.9,,,,,,
3378,08/31/25 05:38:28 AM,8.43,72.03,7.25,96.9,,,,,,
3379,08/31/25 05:43:28 AM,8.42,72.03,7.24,96.7,,,,,,
3380,08/31/25 05:48:28 AM,8.43,72.03,7.25,96.9,,,,,,
3381,08/31/25 05:53:28 AM,8.46,72.03,7.28,97.2,,,,,,
3382,08/31/25 05:58:28 AM,8.46,72.03,7.28,97.2,,,,,,
3383,08/31/25 06:03:28 AM,8.47,72.03,7.28,97.3,,,,,,
3384,08/31/25 06:08:28 AM,8.46,72.03,7.28,97.2,,,,,,
3385,08/31/25 06:13:28 AM,8.46,72.00,7.28,97.2,,,,,,
3386,08/31/25 06:18:28 AM,8.45,72.00,7.27,97.1,,,,,,
3387,08/31/25 06:23:28 AM,8.40,72.00,7.22,96.5,,,,,,
3388,08/31/25 06:28:28 AM,8.35,72.00,7.18,95.9,,,,,,
3389,08/31/25 06:33:28 AM,8.24,72.00,7.09,94.6,,,,,,
3390,08/31/25 06:38:28 AM,8.18,72.00,7.04,94.0,,,,,,
3391,08/31/25 06:43:28 AM,8.18,72.00,7.04,94.0,,,,,,
3392,08/31/25 06:48:28 AM,8.22,71.96,7.07,94.4,,,,,,
3393,08/31/25 06:53:28 AM,8.19,71.96,7.04,94.0,,,,,,
3394,08/31/25 06:58:28 AM,8.15,71.96,7.01,93.6,,,,,,
3395,08/31/25 07:03:28 AM,8.15,71.96,7.01,93.6,,,,,,
3396,08/31/25 07:08:28 AM,8.13,71.96,6.99,93.3,,,,,,
3397,08/31/25 07:13:28 AM,8.15,71.92,7.01,93.5,,,,,,
3398,08/31/25 07:18:28 AM,8.17,71.92,7.03,93.8,,,,,,
3399,08/31/25 07:23:28 AM,8.19,71.92,7.04,94.0,,,,,,
3400,08/31/25 07:28:28 AM,8.18,71.92,7.03,93.9,,,,,,
3401,08/31/25 07:33:28 AM,8.18,71.92,7.03,93.9,,,,,,
3402,08/31/25 07:38:28 AM,8.18,71.92,7.03,93.9,,,,,,
3403,08/31/25 07:43:28 AM,8.18,71.96,7.03,93.9,,,,,,
3404,08/31/25 07:48:28 AM,8.16,71.96,7.02,93.7,,,,,,
3405,08/31/25 07:53:28 AM,8.18,71.96,7.03,93.9,,,,,,
3406,08/31/25 07:58:28 AM,8.19,71.96,7.04,94.0,,,,,,
3407,08/31/25 08:03:28 AM,8.21,71.96,7.06,94.3,,,,,,
3408,08/31/25 08:08:28 AM,8.22,71.96,7.07,94.4,,,,,,
3409,08/31/25 08:13:28 AM,8.18,71.96,7.03,93.9,,,,,,
3410,08/31/25 08:18:28 AM,8.19,71.96,7.04,94.0,,,,,,
3411,08/31/25 08:23:28 AM,8.24,71.96,7.09,94.6,,,,,,
3412,08/31/25 08:28:28 AM,8.24,71.92,7.09,94.6,,,,,,
3413,08/31/25 08:33:28 AM,8.25,71.92,7.10,94.7,,,,,,
3414,08/31/25 08:38:28 AM,8.26,71.92,7.10,94.8,,,,,,
3415,08/31/25 08:43:28 AM,8.27,71.92,7.11,94.9,,,,,,
3416,08/31/25 08:48:28 AM,8.24,71.92,7.09,94.6,,,,,,
3417,08/31/25 08:53:28 AM,8.25,71.92,7.10,94.7,,,,,,
3418,08/31/25 08:58:28 AM,8.24,71.92,7.09,94.6,,,,,,
3419,08/31/25 09:03:28 AM,8.20,71.89,7.05,94.1,,,,,,
3420,08/31/25 09:08:28 AM,8.05,71.89,6.92,92.4,,,,,,
3421,08/31/25 09:13:28 AM,8.00,71.89,6.88,91.8,,,,,,
3422,08/31/25 09:18:28 AM,8.05,71.89,6.92,92.4,,,,,,
3423,08/31/25 09:23:28 AM,8.15,71.89,7.01,93.5,,,,,,
3424,08/31/25 09:28:28 AM,8.19,71.89,7.04,94.0,,,,,,
3425,08/31/25 09:33:28 AM,8.08,71.85,6.95,92.7,,,,,,
3426,08/31/25 09:38:28 AM,8.08,71.85,6.95,92.7,,,,,,
3427,08/31/25 09:43:28 AM,8.12,71.85,6.98,93.1,,,,,,
3428,08/31/25 09:48:28 AM,8.05,71.85,6.92,92.3,,,,,,
3429,08/31/25 09:53:28 AM,8.03,71.85,6.91,92.1,,,,,,
3430,08/31/25 09:58:28 AM,8.04,71.82,6.91,92.2,,,,,,
3431,08/31/25 10:03:28 AM,8.57,71.82,7.37,98.2,,,,,,
3432,08/31/25 10:08:28 AM,8.52,71.82,7.33,97.7,,,,,,
3433,08/31/25 10:13:28 AM,8.49,71.82,7.30,97.3,,,,,,
3434,08/31/25 10:18:28 AM,8.48,71.82,7.29,97.2,,,,,,
3435,08/31/25 10:23:28 AM,8.45,71.82,7.27,96.9,,,,,,
3436,08/31/25 10:28:28 AM,8.44,71.82,7.26,96.8,,,,,,
3437,08/31/25 10:33:28 AM,8.42,71.82,7.24,96.5,,,,,,
3438,08/31/25 10:38:28 AM,8.41,71.82,7.23,96.4,,,,,,
3439,08/31/25 10:43:28 AM,8.40,71.82,7.22,96.3,,,,,,
3440,08/31/25 10:48:28 AM,8.39,71.82,7.21,96.2,,,,,,
3441,08/31/25 10:53:28 AM,8.38,71.82,7.21,96.1,,,,,,
3442,08/31/25 10:58:28 AM,8.38,71.82,7.21,96.1,,,,,,
3443,08/31/25 11:03:28 AM,8.36,71.82,7.19,95.8,,,,,,
3444,08/31/25 11:08:28 AM,8.36,71.82,7.19,95.8,,,,,,
3445,08/31/25 11:13:28 AM,8.34,71.82,7.17,95.6,,,,,,
3446,08/31/25 11:18:28 AM,8.33,71.82,7.16,95.5,,,,,,
3447,08/31/25 11:23:28 AM,8.33,71.82,7.16,95.5,,,,,,
3448,08/31/25 11:28:28 AM,8.33,71.82,7.16,95.5,,,,,,
3449,08/31/25 11:33:28 AM,8.32,71.82,7.15,95.4,,,,,,
3450,08/31/25 11:38:28 AM,8.33,71.82,7.16,95.5,,,,,,
3451,08/31/25 11:43:28 AM,8.33,71.82,7.16,95.5,,,,,,
3452,08/31/25 11:48:28 AM,8.33,71.85,7.16,95.5,,,,,,
3453,08/31/25 11:53:28 AM,8.34,71.85,7.17,95.6,,,,,,
3454,08/31/25 11:58:28 AM,8.35,71.85,7.18,95.8,,,,,,
3455,08/31/25 12:03:28 PM,8.35,71.85,7.18,95.8,,,,,,
3456,08/31/25 12:08:28 PM,8.32,71.85,7.15,95.4,,,,,,
3457,08/31/25 12:13:28 PM,8.33,71.85,7.16,95.5,,,,,,
3458,08/31/25 12:18:28 PM,8.30,71.85,7.14,95.2,,,,,,
3459,08/31/25 12:23:28 PM,8.29,71.85,7.13,95.1,,,,,,
3460,08/31/25 12:28:28 PM,8.30,71.85,7.14,95.2,,,,,,
3461,08/31/25 12:33:28 PM,8.32,71.85,7.15,95.4,,,,,,
3462,08/31/25 12:38:28 PM,8.35,71.85,7.18,95.8,,,,,,
3463,08/31/25 12:43:28 PM,8.38,71.85,7.21,96.1,,,,,,
3464,08/31/25 12:48:28 PM,8.40,71.85,7.22,96.3,,,,,,
3465,08/31/25 12:53:28 PM,8.44,71.89,7.26,96.8,,,,,,
3466,08/31/25 12:58:28 PM,8.48,71.89,7.29,97.3,,,,,,
3467,08/31/25 01:03:28 PM,8.47,71.89,7.28,97.2,,,,,,
3468,08/31/25 01:08:28 PM,8.46,71.89,7.28,97.1,,,,,,
3469,08/31/25 01:13:28 PM,8.44,71.89,7.26,96.8,,,,,,
3470,08/31/25 01:18:28 PM,8.43,71.89,7.25,96.7,,,,,,
3471,08/31/25 01:23:28 PM,8.44,71.89,7.26,96.8,,,,,,
3472,08/31/25 01:28:28 PM,8.42,71.89,7.24,96.6,,,,,,
3473,08/31/25 01:33:28 PM,8.41,71.89,7.23,96.5,,,,,,
3474,08/31/25 01:38:28 PM,8.39,71.89,7.22,96.3,,,,,,
3475,08/31/25 01:43:28 PM,8.41,71.89,7.23,96.5,,,,,,
3476,08/31/25 01:48:28 PM,8.42,71.89,7.24,96.6,,,,,,
3477,08/31/25 01:53:28 PM,8.44,71.89,7.26,96.8,,,,,,
3478,08/31/25 01:58:28 PM,8.45,71.89,7.27,96.9,,,,,,
3479,08/31/25 02:03:28 PM,8.41,71.89,7.23,96.5,,,,,,
3480,08/31/25 02:08:28 PM,8.38,71.89,7.21,96.1,,,,,,
3481,08/31/25 02:13:28 PM,8.36,71.89,7.19,95.9,,,,,,
3482,08/31/25 02:18:28 PM,8.35,71.92,7.18,95.8,,,,,,
3483,08/31/25 02:23:28 PM,8.35,71.92,7.18,95.8,,,,,,
3484,08/31/25 02:28:28 PM,8.41,71.92,7.23,96.5,,,,,,
3485,08/31/25 02:33:28 PM,8.41,71.92,7.23,96.5,,,,,,
3486,08/31/25 02:38:28 PM,8.39,71.92,7.22,96.3,,,,,,
3487,08/31/25 02:43:28 PM,8.35,71.92,7.18,95.8,,,,,,
3488,08/31/25 02:48:28 PM,8.34,71.92,7.17,95.7,,,,,,
3489,08/31/25 02:53:28 PM,8.39,71.96,7.22,96.3,,,,,,
3490,08/31/25 02:58:28 PM,8.38,71.96,7.21,96.2,,,,,,
3491,08/31/25 03:03:28 PM,8.38,71.96,7.21,96.2,,,,,,
3492,08/31/25 03:08:28 PM,8.37,71.96,7.20,96.1,,,,,,
3493,08/31/25 03:13:28 PM,8.36,72.00,7.19,96.0,,,,,,
3494,08/31/25 03:18:28 PM,8.34,72.00,7.17,95.8,,,,,,
3495,08/31/25 03:23:28 PM,8.37,72.00,7.20,96.1,,,,,,
3496,08/31/25 03:28:28 PM,8.36,72.03,7.19,96.1,,,,,,
3497,08/31/25 03:33:28 PM,8.34,72.03,7.17,95.8,,,,,,
3498,08/31/25 03:38:28 PM,8.35,72.03,7.18,95.9,,,,,,
3499,08/31/25 03:43:28 PM,8.37,72.03,7.20,96.2,,,,,,
3500,08/31/25 03:48:28 PM,8.37,72.07,7.20,96.2,,,,,,
3501,08/31/25 03:53:28 PM,8.36,72.07,7.19,96.1,,,,,,
3502,08/31/25 03:58:28 PM,8.29,72.07,7.13,95.3,,,,,,
3503,08/31/25 04:03:28 PM,9.45,72.07,8.13,108.6,,,,,,
3504,08/31/25 04:08:28 PM,9.45,72.10,8.13,108.7,,,,,,
3505,08/31/25 04:13:28 PM,9.43,72.10,8.11,108.4,,,,,,
3506,08/31/25 04:18:28 PM,9.45,72.14,8.13,108.7,,,,,,
3507,08/31/25 04:23:28 PM,9.46,72.14,8.14,108.8,,,,,,
3508,08/31/25 04:28:28 PM,9.47,72.14,8.15,108.9,,,,,,
3509,08/31/25 04:33:28 PM,9.48,72.14,8.15,109.1,,,,,,
3510,08/31/25 04:38:28 PM,9.47,72.14,8.15,108.9,,,,,,
3511,08/31/25 04:43:28 PM,9.48,72.14,8.15,109.1,,,,,,
3512,08/31/25 04:48:28 PM,9.50,72.14,8.17,109.3,,,,,,
3513,08/31/25 04:53:28 PM,9.51,72.14,8.18,109.4,,,,,,
3514,08/31/25 04:58:28 PM,9.52,72.18,8.19,109.6,,,,,,
3515,08/31/25 05:03:28 PM,9.51,72.18,8.18,109.4,,,,,,
3516,08/31/25 05:08:28 PM,9.51,72.18,8.18,109.4,,,,,,
3517,08/31/25 05:13:28 PM,9.51,72.18,8.18,109.4,,,,,,
3518,08/31/25 05:18:28 PM,9.51,72.18,8.18,109.4,,,,,,
3519,08/31/25 05:23:28 PM,9.53,72.18,8.20,109.7,,,,,,
3520,08/31/25 05:28:28 PM,9.48,72.18,8.15,109.1,,,,,,
3521,08/31/25 05:33:28 PM,9.46,72.18,8.14,108.9,,,,,,
3522,08/31/25 05:38:28 PM,9.51,72.18,8.18,109.4,,,,,,
3523,08/31/25 05:43:28 PM,9.52,72.18,8.19,109.6,,,,,,
3524,08/31/25 05:48:28 PM,9.49,72.18,8.16,109.2,,,,,,
3525,08/31/25 05:53:28 PM,9.50,72.21,8.17,109.4,,,,,,
3526,08/31/25 05:58:28 PM,9.49,72.18,8.16,109.2,,,,,,
3527,08/31/25 06:03:28 PM,9.45,72.18,8.13,108.8,,,,,,
3528,08/31/25 06:08:28 PM,9.51,72.18,8.18,109.4,,,,,,
3529,08/31/25 06:13:28 PM,9.52,72.21,8.19,109.6,,,,,,
3530,08/31/25 06:18:28 PM,9.49,72.21,8.16,109.3,,,,,,
3531,08/31/25 06:23:28 PM,9.49,72.21,8.16,109.3,,,,,,
3532,08/31/25 06:28:28 PM,9.49,72.21,8.16,109.3,,,,,,
3533,08/31/25 06:33:28 PM,9.50,72.21,8.17,109.4,,,,,,
3534,08/31/25 06:38:28 PM,9.50,72.21,8.17,109.4,,,,,,
3535,08/31/25 06:43:28 PM,9.47,72.21,8.15,109.0,,,,,,
3536,08/31/25 06:48:28 PM,9.48,72.18,8.15,109.1,,,,,,
3537,08/31/25 06:53:28 PM,9.50,72.18,8.17,109.3,,,,,,
3538,08/31/25 06:58:28 PM,9.55,72.18,8.21,109.9,,,,,,
3539,08/31/25 07:03:28 PM,9.56,72.18,8.22,110.0,,,,,,
3540,08/31/25 07:08:28 PM,9.57,72.14,8.23,110.1,,,,,,
3541,08/31/25 07:13:28 PM,9.59,72.14,8.25,110.3,,,,,,
3542,08/31/25 07:18:28 PM,9.59,72.14,8.25,110.3,,,,,,
3543,08/31/25 07:23:28 PM,9.58,72.10,8.24,110.2,,,,,,
3544,08/31/25 07:28:28 PM,9.57,72.10,8.23,110.0,,,,,,
3545,08/31/25 07:33:28 PM,9.57,72.07,8.23,110.0,,,,,,
3546,08/31/25 07:38:28 PM,9.57,72.07,8.23,110.0,,,,,,
3547,08/31/25 07:43:28 PM,9.55,72.07,8.21,109.8,,,,,,
3548,08/31/25 07:48:28 PM,9.51,72.07,8.18,109.3,,,,,,
3549,08/31/25 07:53:28 PM,9.45,72.07,8.13,108.6,,,,,,
3550,08/31/25 07:58:28 PM,9.24,72.07,7.95,106.2,,,,,,
3551,08/31/25 08:03:28 PM,9.14,72.07,7.86,105.1,,,,,,
3552,08/31/25 08:08:28 PM,9.13,72.07,7.85,104.9,,,,,,
3553,08/31/25 08:13:28 PM,9.04,72.07,7.78,103.9,,,,,,
3554,08/31/25 08:18:28 PM,9.10,72.07,7.83,104.6,,,,,,
3555,08/31/25 08:23:28 PM,9.25,72.07,7.96,106.3,,,,,,
3556,08/31/25 08:28:28 PM,9.25,72.07,7.96,106.3,,,,,,
3557,08/31/25 08:33:28 PM,9.33,72.03,8.02,107.2,,,,,,
3558,08/31/25 08:38:28 PM,9.34,72.03,8.03,107.3,,,,,,
3559,08/31/25 08:43:28 PM,9.37,72.03,8.06,107.7,,,,,,
3560,08/31/25 08:48:28 PM,9.37,72.03,8.06,107.7,,,,,,
3561,08/31/25 08:53:28 PM,9.35,72.03,8.04,107.4,,,,,,
3562,08/31/25 08:58:28 PM,9.36,72.03,8.05,107.6,,,,,,
3563,08/31/25 09:03:28 PM,9.38,72.03,8.07,107.8,,,,,,
3564,08/31/25 09:08:28 PM,9.43,72.03,8.11,108.4,,,,,,
3565,08/31/25 09:13:28 PM,9.47,72.00,8.14,108.8,,,,,,
3566,08/31/25 09:18:28 PM,9.49,72.00,8.16,109.0,,,,,,
3567,08/31/25 09:23:28 PM,9.50,72.00,8.17,109.1,,,,,,
3568,08/31/25 09:28:28 PM,9.51,72.00,8.18,109.2,,,,,,
3569,08/31/25 09:33:28 PM,9.49,72.00,8.16,109.0,,,,,,
3570,08/31/25 09:38:28 PM,9.47,72.00,8.14,108.8,,,,,,
3571,08/31/25 09:43:28 PM,9.47,71.96,8.14,108.7,,,,,,
3572,08/31/25 09:48:28 PM,9.47,71.96,8.14,108.7,,,,,,
3573,08/31/25 09:53:28 PM,9.44,71.96,8.12,108.4,,,,,,
3574,08/31/25 09:58:28 PM,9.41,71.96,8.09,108.0,,,,,,
3575,08/31/25 10:03:28 PM,9.37,72.00,8.06,107.6,,,,,,
3576,08/31/25 10:08:28 PM,9.33,72.00,8.02,107.2,,,,,,
3577,08/31/25 10:13:28 PM,9.31,72.00,8.01,106.9,,,,,,
3578,08/31/25 10:18:28 PM,9.33,72.00,8.02,107.2,,,,,,
3579,08/31/25 10:23:28 PM,9.31,72.00,8.01,106.9,,,,,,
3580,08/31/25 10:28:28 PM,9.31,72.00,8.01,106.9,,,,,,
3581,08/31/25 10:33:28 PM,9.31,72.00,8.01,106.9,,,,,,
3582,08/31/25 10:38:28 PM,9.32,72.00,8.02,107.0,,,,,,
3583,08/31/25 10:43:28 PM,9.30,72.00,8.00,106.8,,,,,,
3584,08/31/25 10:48:28 PM,9.30,72.00,8.00,106.8,,,,,,
3585,08/31/25 10:53:28 PM,9.31,72.00,8.01,106.9,,,,,,
3586,08/31/25 10:58:28 PM,9.30,71.96,8.00,106.8,,,,,,
3587,08/31/25 11:03:28 PM,9.28,71.96,7.98,106.5,,,,,,
3588,08/31/25 11:08:28 PM,9.27,71.96,7.97,106.4,,,,,,
3589,08/31/25 11:13:28 PM,9.24,71.96,7.95,106.1,,,,,,
3590,08/31/25 11:18:28 PM,9.25,71.96,7.96,106.2,,,,,,
3591,08/31/25 11:23:28 PM,9.26,71.96,7.96,106.3,,,,,,
3592,08/31/25 11:28:28 PM,9.25,71.96,7.96,106.2,,,,,,
3593,08/31/25 11:33:28 PM,9.24,71.96,7.95,106.1,,,,,,
3594,08/31/25 11:38:28 PM,9.28,71.96,7.98,106.5,,,,,,
3595,08/31/25 11:43:28 PM,9.27,71.96,7.97,106.4,,,,,,
3596,08/31/25 11:48:28 PM,9.29,71.96,7.99,106.7,,,,,,
3597,08/31/25 11:53:28 PM,9.27,71.96,7.97,106.4,,,,,,
3598,08/31/25 11:58:28 PM,9.27,71.96,7.97,106.4,,,,,,
3599,09/01/25 12:03:28 AM,9.27,71.96,7.97,106.4,,,,,,
3600,09/01/25 12:08:28 AM,9.28,71.96,7.98,106.5,,,,,,
3601,09/01/25 12:13:28 AM,9.28,71.96,7.98,106.5,,,,,,
3602,09/01/25 12:18:28 AM,9.27,71.92,7.97,106.4,,,,,,
3603,09/01/25 12:23:28 AM,9.23,71.92,7.94,105.9,,,,,,
3604,09/01/25 12:28:28 AM,9.23,71.92,7.94,105.9,,,,,,
3605,09/01/25 12:33:28 AM,9.22,71.92,7.93,105.8,,,,,,
3606,09/01/25 12:38:28 AM,9.21,71.96,7.92,105.7,,,,,,
3607,09/01/25 12:43:28 AM,9.19,71.96,7.90,105.5,,,,,,
3608,09/01/25 12:48:28 AM,9.18,71.96,7.90,105.4,,,,,,
3609,09/01/25 12:53:28 AM,9.16,71.96,7.88,105.2,,,,,,
3610,09/01/25 12:58:28 AM,9.11,72.00,7.83,104.6,,,,,,
3611,09/01/25 01:03:28 AM,9.03,72.00,7.77,103.7,,,,,,
3612,09/01/25 01:08:28 AM,8.99,72.00,7.73,103.3,,,,,,
3613,09/01/25 01:13:28 AM,8.98,72.00,7.72,103.1,,,,,,
3614,09/01/25 01:18:28 AM,9.01,72.00,7.75,103.5,,,,,,
3615,09/01/25 01:23:28 AM,9.01,72.00,7.75,103.5,,,,,,
3616,09/01/25 01:28:28 AM,9.00,72.00,7.74,103.4,,,,,,
3617,09/01/25 01:33:28 AM,9.02,72.00,7.76,103.6,,,,,,
3618,09/01/25 01:38:28 AM,9.06,72.00,7.79,104.1,,,,,,
3619,09/01/25 01:43:28 AM,9.05,72.00,7.78,103.9,,,,,,
3620,09/01/25 01:48:28 AM,9.06,71.96,7.79,104.0,,,,,,
3621,09/01/25 01:53:28 AM,9.08,71.96,7.81,104.3,,,,,,
3622,09/01/25 01:58:28 AM,9.07,71.96,7.80,104.1,,,,,,
3623,09/01/25 02:03:28 AM,9.06,71.96,7.79,104.0,,,,,,
3624,09/01/25 02:08:28 AM,9.07,71.96,7.80,104.1,,,,,,
3625,09/01/25 02:13:28 AM,9.07,71.96,7.80,104.1,,,,,,
3626,09/01/25 02:18:28 AM,9.05,71.96,7.78,103.9,,,,,,
3627,09/01/25 02:23:28 AM,8.99,72.00,7.73,103.3,,,,,,
3628,09/01/25 02:28:28 AM,8.92,72.00,7.67,102.5,,,,,,
3629,09/01/25 02:33:28 AM,8.88,72.03,7.64,102.0,,,,,,
3630,09/01/25 02:38:28 AM,8.78,72.03,7.55,100.9,,,,,,
3631,09/01/25 02:43:28 AM,8.71,72.07,7.49,100.1,,,,,,
3632,09/01/25 02:48:28 AM,8.70,72.10,7.48,100.0,,,,,,
3633,09/01/25 02:53:28 AM,8.62,72.14,7.41,99.2,,,,,,
3634,09/01/25 02:58:28 AM,8.58,72.18,7.38,98.7,,,,,,
3635,09/01/25 03:03:28 AM,8.54,72.21,7.35,98.3,,,,,,
3636,09/01/25 03:08:28 AM,8.47,72.21,7.29,97.5,,,,,,
3637,09/01/25 03:13:28 AM,8.46,72.25,7.28,97.4,,,,,,
3638,09/01/25 03:18:28 AM,8.40,72.28,7.23,96.8,,,,,,
3639,09/01/25 03:23:28 AM,8.29,72.28,7.13,95.5,,,,,,
3640,09/01/25 03:28:28 AM,8.29,72.32,7.13,95.5,,,,,,
3641,09/01/25 03:33:28 AM,8.24,72.32,7.09,95.0,,,,,,
3642,09/01/25 03:38:28 AM,8.17,72.32,7.03,94.2,,,,,,
3643,09/01/25 03:43:28 AM,8.15,72.36,7.01,94.0,,,,,,
3644,09/01/25 03:48:28 AM,8.24,72.36,7.09,95.0,,,,,,
3645,09/01/25 03:53:28 AM,8.28,72.39,7.12,95.5,,,,,,
3646,09/01/25 03:58:28 AM,8.41,72.39,7.23,97.0,,,,,,
3647,09/01/25 04:03:28 AM,10.59,72.46,9.11,122.2,,,,,,
3648,09/01/25 04:08:28 AM,10.55,72.50,9.08,121.8,,,,,,
3649,09/01/25 04:13:28 AM,10.53,72.50,9.06,121.6,,,,,,
3650,09/01/25 04:18:28 AM,10.53,72.54,9.06,121.6,,,,,,
3651,09/01/25 04:23:28 AM,10.52,72.54,9.05,121.5,,,,,,
